SaleID,price
150000,37149.0
150001,336.0
150002,5779.0
150003,12052.0
150004,643.0
150005,1732.0
150006,4762.0
150007,9046.0
150008,2670.0
150009,2142.0
150010,1288.0
150011,6709.0
150012,2258.0
150013,11801.0
150014,11830.0
150015,404.0
150016,534.0
150017,5848.0
150018,10949.0
150019,1342.0
150020,5418.0
150021,13474.0
150022,1500.0
150023,15582.0
150024,1646.0
150025,6072.0
150026,1339.0
150027,3969.0
150028,21643.0
150029,15647.0
150030,1448.0
150031,241.0
150032,4071.0
150033,2570.0
150034,3429.0
150035,7815.0
150036,997.0
150037,4025.0
150038,26047.0
150039,1640.0
150040,14543.0
150041,4596.0
150042,15649.0
150043,25983.0
150044,6047.0
150045,2262.0
150046,2834.0
150047,44228.0
150048,1249.0
150049,35036.0
150050,5375.0
150051,9831.0
150052,908.0
150053,447.0
150054,15165.0
150055,4687.0
150056,916.0
150057,2539.0
150058,1227.0
150059,2165.0
150060,8896.0
150061,3197.0
150062,941.0
150063,11027.0
150064,20767.0
150065,10036.0
150066,12629.0
150067,3830.0
150068,801.0
150069,2683.0
150070,1785.0
150071,604.0
150072,982.0
150073,23538.0
150074,239.0
150075,1135.0
150076,2137.0
150077,5327.0
150078,2657.0
150079,3141.0
150080,2882.0
150081,8570.0
150082,15574.0
150083,459.0
150084,3880.0
150085,3535.0
150086,33504.0
150087,347.0
150088,2851.0
150089,2979.0
150090,787.0
150091,6679.0
150092,5487.0
150093,917.0
150094,10970.0
150095,149.0
150096,15374.0
150097,9623.0
150098,508.0
150099,404.0
150100,513.0
150101,4393.0
150102,1386.0
150103,2634.0
150104,4156.0
150105,1021.0
150106,2105.0
150107,711.0
150108,7497.0
150109,1946.0
150110,2799.0
150111,10439.0
150112,10573.0
150113,1718.0
150114,831.0
150115,2286.0
150116,6058.0
150117,3024.0
150118,23050.0
150119,9844.0
150120,14503.0
150121,1395.0
150122,7803.0
150123,47.0
150124,14202.0
150125,4470.0
150126,2219.0
150127,15201.0
150128,33401.0
150129,2802.0
150130,3585.0
150131,863.0
150132,3880.0
150133,5972.0
150134,15543.0
150135,1277.0
150136,1490.0
150137,3124.0
150138,6796.0
150139,993.0
150140,1351.0
150141,2030.0
150142,8821.0
150143,5697.0
150144,800.0
150145,2003.0
150146,6510.0
150147,1511.0
150148,2387.0
150149,620.0
150150,3597.0
150151,6797.0
150152,674.0
150153,887.0
150154,19619.0
150155,2700.0
150156,362.0
150157,4971.0
150158,1348.0
150159,11542.0
150160,47384.0
150161,934.0
150162,796.0
150163,762.0
150164,5128.0
150165,3420.0
150166,6896.0
150167,2864.0
150168,4535.0
150169,2516.0
150170,3366.0
150171,3586.0
150172,1978.0
150173,6217.0
150174,3552.0
150175,647.0
150176,22568.0
150177,218.0
150178,1418.0
150179,4253.0
150180,840.0
150181,1549.0
150182,5826.0
150183,939.0
150184,711.0
150185,8828.0
150186,2557.0
150187,18541.0
150188,2696.0
150189,4944.0
150190,5363.0
150191,96.0
150192,1690.0
150193,3922.0
150194,16166.0
150195,798.0
150196,17870.0
150197,3493.0
150198,3579.0
150199,3867.0
150200,2346.0
150201,9861.0
150202,1975.0
150203,452.0
150204,3519.0
150205,1114.0
150206,11783.0
150207,1584.0
150208,1386.0
150209,1912.0
150210,6194.0
150211,10421.0
150212,9952.0
150213,1106.0
150214,4084.0
150215,133.0
150216,29701.0
150217,2423.0
150218,10892.0
150219,11092.0
150220,2596.0
150221,9902.0
150222,1000.0
150223,4107.0
150224,654.0
150225,894.0
150226,5521.0
150227,711.0
150228,873.0
150229,841.0
150230,5491.0
150231,705.0
150232,9627.0
150233,1651.0
150234,931.0
150235,3513.0
150236,762.0
150237,1572.0
150238,476.0
150239,1374.0
150240,8044.0
150241,1862.0
150242,7077.0
150243,2419.0
150244,304.0
150245,2203.0
150246,2052.0
150247,2261.0
150248,716.0
150249,1901.0
150250,847.0
150251,865.0
150252,16011.0
150253,1329.0
150254,4407.0
150255,9997.0
150256,420.0
150257,7224.0
150258,8314.0
150259,1799.0
150260,9793.0
150261,2107.0
150262,664.0
150263,4422.0
150264,860.0
150265,1503.0
150266,487.0
150267,4763.0
150268,1388.0
150269,8130.0
150270,1038.0
150271,4681.0
150272,27490.0
150273,22938.0
150274,707.0
150275,86.0
150276,1996.0
150277,11135.0
150278,38818.0
150279,7865.0
150280,3564.0
150281,1007.0
150282,707.0
150283,23067.0
150284,4337.0
150285,8367.0
150286,18983.0
150287,832.0
150288,1885.0
150289,398.0
150290,5394.0
150291,23182.0
150292,9290.0
150293,3200.0
150294,13130.0
150295,957.0
150296,9811.0
150297,399.0
150298,3353.0
150299,196.0
150300,3899.0
150301,27743.0
150302,751.0
150303,4172.0
150304,996.0
150305,2225.0
150306,4590.0
150307,13178.0
150308,1473.0
150309,1586.0
150310,899.0
150311,10417.0
150312,8747.0
150313,7096.0
150314,432.0
150315,1319.0
150316,18726.0
150317,17555.0
150318,4720.0
150319,17720.0
150320,4103.0
150321,2464.0
150322,4442.0
150323,9510.0
150324,1001.0
150325,1352.0
150326,513.0
150327,347.0
150328,2326.0
150329,6911.0
150330,9334.0
150331,218.0
150332,53237.0
150333,2832.0
150334,200.0
150335,10836.0
150336,695.0
150337,3510.0
150338,12710.0
150339,2697.0
150340,13028.0
150341,6231.0
150342,2738.0
150343,2623.0
150344,3451.0
150345,14920.0
150346,3689.0
150347,7269.0
150348,2665.0
150349,1050.0
150350,1824.0
150351,22989.0
150352,11981.0
150353,936.0
150354,2279.0
150355,13738.0
150356,1853.0
150357,687.0
150358,14045.0
150359,5625.0
150360,3788.0
150361,1737.0
150362,2337.0
150363,19794.0
150364,880.0
150365,12673.0
150366,6242.0
150367,29486.0
150368,1974.0
150369,1304.0
150370,845.0
150371,11637.0
150372,1950.0
150373,4814.0
150374,3302.0
150375,2371.0
150376,850.0
150377,6827.0
150378,10606.0
150379,2985.0
150380,4374.0
150381,5339.0
150382,12301.0
150383,2665.0
150384,3470.0
150385,1580.0
150386,5296.0
150387,6702.0
150388,5315.0
150389,593.0
150390,99.0
150391,1350.0
150392,1284.0
150393,1961.0
150394,1703.0
150395,2312.0
150396,2145.0
150397,6397.0
150398,16370.0
150399,648.0
150400,8272.0
150401,7553.0
150402,1099.0
150403,937.0
150404,6648.0
150405,6670.0
150406,4398.0
150407,2168.0
150408,8009.0
150409,16872.0
150410,10340.0
150411,3469.0
150412,3246.0
150413,5110.0
150414,13404.0
150415,9951.0
150416,17683.0
150417,1517.0
150418,2233.0
150419,977.0
150420,8866.0
150421,4944.0
150422,18246.0
150423,799.0
150424,7749.0
150425,3573.0
150426,8050.0
150427,496.0
150428,14004.0
150429,5662.0
150430,2514.0
150431,1594.0
150432,669.0
150433,10000.0
150434,2045.0
150435,43786.0
150436,628.0
150437,607.0
150438,1664.0
150439,1211.0
150440,1567.0
150441,404.0
150442,3415.0
150443,2960.0
150444,13030.0
150445,18376.0
150446,11676.0
150447,127.0
150448,13684.0
150449,22814.0
150450,5891.0
150451,1230.0
150452,4690.0
150453,10699.0
150454,6517.0
150455,7859.0
150456,16522.0
150457,1473.0
150458,9672.0
150459,10734.0
150460,3268.0
150461,1539.0
150462,8472.0
150463,3643.0
150464,6499.0
150465,10723.0
150466,1947.0
150467,12646.0
150468,4162.0
150469,4293.0
150470,2014.0
150471,3939.0
150472,11472.0
150473,3386.0
150474,1379.0
150475,780.0
150476,914.0
150477,5087.0
150478,674.0
150479,1334.0
150480,4551.0
150481,1530.0
150482,1009.0
150483,2323.0
150484,1939.0
150485,1435.0
150486,945.0
150487,1217.0
150488,993.0
150489,925.0
150490,9843.0
150491,10188.0
150492,5060.0
150493,4618.0
150494,14946.0
150495,9140.0
150496,2166.0
150497,3322.0
150498,59125.0
150499,10034.0
150500,3668.0
150501,10501.0
150502,9086.0
150503,14763.0
150504,2326.0
150505,4313.0
150506,2582.0
150507,1903.0
150508,1194.0
150509,8658.0
150510,4079.0
150511,2243.0
150512,6893.0
150513,997.0
150514,643.0
150515,1910.0
150516,870.0
150517,819.0
150518,1980.0
150519,3634.0
150520,5711.0
150521,9328.0
150522,16010.0
150523,22262.0
150524,2789.0
150525,13592.0
150526,696.0
150527,1057.0
150528,8272.0
150529,2760.0
150530,8151.0
150531,5659.0
150532,6556.0
150533,1492.0
150534,13838.0
150535,11927.0
150536,5445.0
150537,551.0
150538,2238.0
150539,10819.0
150540,13528.0
150541,8568.0
150542,1285.0
150543,12227.0
150544,7484.0
150545,903.0
150546,4550.0
150547,2460.0
150548,1985.0
150549,991.0
150550,3214.0
150551,28550.0
150552,6947.0
150553,1922.0
150554,8477.0
150555,3854.0
150556,22673.0
150557,6185.0
150558,2805.0
150559,5135.0
150560,2852.0
150561,2833.0
150562,1000.0
150563,8203.0
150564,14330.0
150565,1557.0
150566,3830.0
150567,1141.0
150568,971.0
150569,7931.0
150570,1359.0
150571,15582.0
150572,1928.0
150573,9446.0
150574,12183.0
150575,693.0
150576,1487.0
150577,512.0
150578,14026.0
150579,258.0
150580,4171.0
150581,24328.0
150582,4534.0
150583,2193.0
150584,11831.0
150585,372.0
150586,13380.0
150587,4148.0
150588,603.0
150589,5320.0
150590,11881.0
150591,11415.0
150592,1401.0
150593,14115.0
150594,1771.0
150595,26176.0
150596,1694.0
150597,6337.0
150598,5297.0
150599,781.0
150600,8781.0
150601,1400.0
150602,19803.0
150603,10292.0
150604,2165.0
150605,1947.0
150606,5707.0
150607,4309.0
150608,1330.0
150609,904.0
150610,1503.0
150611,1842.0
150612,7891.0
150613,968.0
150614,29627.0
150615,568.0
150616,9575.0
150617,649.0
150618,1955.0
150619,13550.0
150620,3405.0
150621,6575.0
150622,9960.0
150623,9645.0
150624,393.0
150625,5374.0
150626,3087.0
150627,6919.0
150628,576.0
150629,677.0
150630,4688.0
150631,15494.0
150632,1692.0
150633,6091.0
150634,7583.0
150635,2137.0
150636,6536.0
150637,545.0
150638,13615.0
150639,6884.0
150640,1005.0
150641,20501.0
150642,8808.0
150643,5078.0
150644,23317.0
150645,23192.0
150646,11344.0
150647,2949.0
150648,5001.0
150649,12204.0
150650,4007.0
150651,1304.0
150652,27181.0
150653,548.0
150654,3387.0
150655,3402.0
150656,1006.0
150657,13643.0
150658,1266.0
150659,8548.0
150660,1105.0
150661,340.0
150662,5505.0
150663,3059.0
150664,11065.0
150665,1113.0
150666,1477.0
150667,5933.0
150668,3754.0
150669,4515.0
150670,6256.0
150671,4153.0
150672,1806.0
150673,4322.0
150674,17337.0
150675,4674.0
150676,1151.0
150677,719.0
150678,2273.0
150679,3581.0
150680,1858.0
150681,26885.0
150682,2682.0
150683,6571.0
150684,2080.0
150685,1001.0
150686,16100.0
150687,3640.0
150688,1941.0
150689,1015.0
150690,780.0
150691,13058.0
150692,678.0
150693,5226.0
150694,4949.0
150695,7027.0
150696,1484.0
150697,2349.0
150698,30723.0
150699,1283.0
150700,25847.0
150701,839.0
150702,8943.0
150703,13172.0
150704,7331.0
150705,1128.0
150706,9042.0
150707,1907.0
150708,1065.0
150709,1776.0
150710,11288.0
150711,6456.0
150712,6437.0
150713,6964.0
150714,2270.0
150715,19819.0
150716,295.0
150717,43737.0
150718,8921.0
150719,4842.0
150720,5720.0
150721,3232.0
150722,2954.0
150723,3113.0
150724,1423.0
150725,852.0
150726,1594.0
150727,10864.0
150728,32147.0
150729,2998.0
150730,5817.0
150731,6703.0
150732,12939.0
150733,3283.0
150734,3164.0
150735,5803.0
150736,2893.0
150737,25195.0
150738,14405.0
150739,1362.0
150740,329.0
150741,5718.0
150742,333.0
150743,704.0
150744,1366.0
150745,829.0
150746,2381.0
150747,986.0
150748,10312.0
150749,1214.0
150750,1355.0
150751,5548.0
150752,59416.0
150753,8359.0
150754,1202.0
150755,1401.0
150756,11028.0
150757,24083.0
150758,76782.0
150759,365.0
150760,730.0
150761,3402.0
150762,634.0
150763,12668.0
150764,9867.0
150765,2544.0
150766,2354.0
150767,2055.0
150768,3388.0
150769,3564.0
150770,911.0
150771,1234.0
150772,52.0
150773,1849.0
150774,2957.0
150775,2439.0
150776,1945.0
150777,17609.0
150778,2686.0
150779,1508.0
150780,14617.0
150781,4992.0
150782,33858.0
150783,711.0
150784,3470.0
150785,11608.0
150786,7845.0
150787,1200.0
150788,20147.0
150789,2818.0
150790,2401.0
150791,8217.0
150792,1283.0
150793,2470.0
150794,6454.0
150795,3353.0
150796,9457.0
150797,3810.0
150798,1930.0
150799,7208.0
150800,1968.0
150801,7860.0
150802,813.0
150803,15872.0
150804,6560.0
150805,2932.0
150806,12432.0
150807,5673.0
150808,15895.0
150809,2389.0
150810,302.0
150811,962.0
150812,1391.0
150813,834.0
150814,1035.0
150815,1209.0
150816,1690.0
150817,22325.0
150818,7102.0
150819,656.0
150820,9663.0
150821,7653.0
150822,7798.0
150823,1791.0
150824,1994.0
150825,3334.0
150826,2832.0
150827,13709.0
150828,12258.0
150829,6073.0
150830,2153.0
150831,1271.0
150832,8654.0
150833,4409.0
150834,8882.0
150835,4323.0
150836,12805.0
150837,777.0
150838,555.0
150839,5742.0
150840,7217.0
150841,1780.0
150842,876.0
150843,2960.0
150844,2261.0
150845,4718.0
150846,7580.0
150847,1304.0
150848,5048.0
150849,1318.0
150850,11233.0
150851,14662.0
150852,14725.0
150853,2802.0
150854,2505.0
150855,2855.0
150856,1645.0
150857,1196.0
150858,112.0
150859,10145.0
150860,1479.0
150861,1163.0
150862,995.0
150863,2924.0
150864,3483.0
150865,7859.0
150866,297.0
150867,21699.0
150868,5522.0
150869,2366.0
150870,1047.0
150871,3467.0
150872,1635.0
150873,4553.0
150874,520.0
150875,2947.0
150876,1672.0
150877,708.0
150878,4801.0
150879,10878.0
150880,846.0
150881,144.0
150882,23575.0
150883,1211.0
150884,21870.0
150885,14328.0
150886,220.0
150887,7373.0
